,Unnamed: 0,amz_url,Title,Category,Selling Price,MRP,Seller Name,Product Details,Description,style_id,brand
14,14,https://www.amazon.in/dp/B0B1N4X1YL,JUNEBERRY 100% Cotton Official Disney Donald Duck Printed White Half Sleeves Round Neck Regular Fit Crop Top for Women (C_DMK2226_W),"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",389,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 18 May 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0B1N4X1YL
Item part number : C_DMK2226_W_3XL
Country of Origin : India
Department : Women
Manufacturer : Awesomefab Shopping Pvt Ltd, Awesomefab Shopping Pvt Ltd
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Net Quantity : 1.00 count
Generic Name : T-Shirt",na,C_DMK2226_W_3XL,juneberry
15,15,https://www.amazon.in/dp/B09XX99Y13,JUNEBERRY® Marvel Avenger Mech Strike Forever Half Sleeve Crop Top for Women/Girls,"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",499,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 26.1 x 21.9 x 2.5 cm; 180 Grams
Date First Available : 13 April 2022
ASIN : B09XX99Y13
Item part number : C_MAV2231_W
Country of Origin : India
Department : Women
Item Weight : 180 g
Net Quantity : 1.00 count",na,C_MAV2231_W,juneberry
16,16,https://www.amazon.in/dp/B0B1N46MR4,JUNEBERRY® Disney Pew-Pew Perfect! I Feel fit Official Disney Mickey and Donald Printed Sleeveless T-Shirt for Women/Girls,"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",379,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 18 May 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0B1N46MR4
Item part number : G4_DMD2209_YL_3XL
Country of Origin : India
Department : Women
Manufacturer : Awesomefab Shopping Pvt Ltd, Awesomefab Shopping Pvt Ltd
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters",na,G4_DMD2209_YL_3XL,juneberry
17,17,https://www.amazon.in/dp/B0B3S1KNLZ,Veirdo Disney | Original Disney I Feel fit Mickey Mouse Printed Sleeveless Black Colour T-Shirt for Mens/Boys,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",479,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 5 April 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0B3S1KNLZ
Item part number : G4_DMK3012_NB_L
Country of Origin : India
Department : Men
Manufacturer : Awesomefab Shopping Pvt Ltd, Awesomefab Shopping Private Limited
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Sleeveless Tshirt",na,G4_DMK3012_NB_L,veirdo
18,18,https://www.amazon.in/dp/B09XX525XN,JUNEBERRY® Marvel Captain America Plays Sleeveless T-Shirt for Women/Girls,"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",449,₹994,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 27 x 25 x 2 cm; 150 Grams
Date First Available : 13 April 2022
ASIN : B09XX525XN
Item part number : G4_MAV2236_W
Country of Origin : India
Department : Women
Item Weight : 150 g
Net Quantity : 1.00 count",na,G4_MAV2236_W,juneberry
19,19,https://www.amazon.in/dp/B09X7DP63Y,Veirdo Marvel Original Marvel Black Panther Wakanda Forever Printed Sleeveless T-Shirt for Men,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",499,₹994,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 5 April 2022
Manufacturer : Veirdo
ASIN : B09X7DP63Y
Item part number : G4_MBP3045_BL_L
Country of Origin : India
Department : Men
Manufacturer : Veirdo, Awesomefab Shopping Private Limited
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Vest",na,G4_MBP3045_BL_L,veirdo
20,20,https://www.amazon.in/dp/B09X7C2H1D,Veirdo Marvel Captain America Original Marvel Captain Stylish Printed Sleeveless T-Shirt for Men Ice Blue,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",479,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 5 April 2022
Manufacturer : Veirdo
ASIN : B09X7C2H1D
Item part number : G4_MCA3042_LB_L
Country of Origin : India
Department : Men
Manufacturer : Veirdo, Veirdo
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Vest",na,G4_MCA3042_LB_L,veirdo
21,21,https://www.amazon.in/dp/B09X7D65HK,Veirdo Marvel Original Marvel Hulk Smash Printed Sleeveless T-Shirt for Men Black,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",499,₹994,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 5 April 2022
Manufacturer : Veirdo
ASIN : B09X7D65HK
Item part number : G4_MH3050_BL_L
Country of Origin : India
Department : Men
Manufacturer : Veirdo, Veirdo
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Vest",na,G4_MH3050_BL_L,veirdo
22,22,https://www.amazon.in/dp/B09X79J2HN,Veirdo Marvel Original Marvel Iron Man Saving Earth Printed Sleeveless T-Shirt for Men Navy,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",479,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 5 April 2022
Manufacturer : Veirdo
ASIN : B09X79J2HN
Item part number : G4_MIM3046_NB_L
Country of Origin : India
Department : Men
Manufacturer : Veirdo, Veirdo
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Vest",na,G4_MIM3046_NB_L,veirdo
23,23,https://www.amazon.in/dp/B09X7D3SY5,Veirdo Marvel Original Marvel Spidey Forever Spider Man Printed Sleeveless T-Shirt for Men White,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",399,₹994,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 5 April 2022
Manufacturer : Veirdo
ASIN : B09X7D3SY5
Item part number : G4_MSM3040_W_L
Country of Origin : India
Department : Men
Manufacturer : Veirdo, Veirdo
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Vest",na,G4_MSM3040_W_L,veirdo
24,24,https://www.amazon.in/dp/B09XXLN7N6,JUNEBERRY® Star Wars Forever Sleeveless Regular Fit T-Shirt for Women/Girls,"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",479,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 27 x 25 x 3 cm; 250 Grams
Date First Available : 14 April 2022
ASIN : B09XXLN7N6
Item part number : G4_SW2233_LB_L
Country of Origin : India
Department : Women
Item Weight : 250 g
Net Quantity : 1.00 count",na,G4_SW2233_LB_L,juneberry
25,25,https://www.amazon.in/dp/B09X7DQHKW,Veirdo Marvel Original Starwars I got Power Printed Sleeveless T-Shirt for Men White,"Clothing & Accessories
›
Men
›
Innerwear
›
Vests",479,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 5 April 2022
Manufacturer : Veirdo
ASIN : B09X7DQHKW
Item part number : G4_SW3054_RBW_L
Country of Origin : India
Department : Men
Manufacturer : Veirdo, Veirdo
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Vest",na,G4_SW3054_RBW_L,veirdo
26,26,https://www.amazon.in/dp/B09X2TTD3Z,Veirdo Disney Donald Duck Classic Oh-No Official Disney Printed Sleeveless T-Shirt for Men Red,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",479,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Delivered by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 200 Grams
Date First Available : 2 April 2022
Manufacturer : Veirdo
ASIN : B09X2TTD3Z
Item part number : G5_DDK3015_RED_L
Country of Origin : India
Department : Men
Manufacturer : Veirdo, Awesomefab Shopping Private Limited
Item Weight : 200 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Generic Name : Vest",na,G5_DDK3015_RED_L,veirdo
27,27,https://www.amazon.in/dp/B0B2LZC2CW,Veirdo Disney | Mickey on The Run| Original Disney Mickey Beats Blues Printed Sleeveless Royal Blue Colour T-Shirt for Mens/Boys,na,479,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 25 x 22 x 2.5 cm; 180 Grams
Date First Available : 28 May 2022
ASIN : B0B2LZC2CW
Item part number : G5_DMK_3010_RB_3XL
Country of Origin : India
Department : Men
Item Weight : 180 g",na,G5_DMK_3010_RB_3XL,veirdo
28,28,https://www.amazon.in/dp/B0B4GF39NX,"Veirdo Gym Vests for Men Workout, Sleveless T-Tops for Men, Sandow Vests for Men, Sleveless Men's T-Shirt, Stylish Printed Sando for Men, Cotton Sleeveless Tshirt for Men","Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",299,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Date First Available : 18 June 2022
ASIN : B0B4GF39NX
Item part number : G7_MT_GORR_BLK_P
Country of Origin : India
Department : Men",na,G7_MT_GORR_BLK_P,veirdo
29,29,https://www.amazon.in/dp/B0B4GH246G,"Veirdo Gym Vests for Men Workout, Sleveless T-Tops for Men, Sandow Vests for Men, Sleveless Men's T-Shirt, Stylish Printed Sando for Men, Cotton Sleeveless Tshirt for Men","Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",299,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Date First Available : 18 June 2022
ASIN : B0B4GH246G
Item part number : G7_MT_GORR_BLK_P
Country of Origin : India
Department : Men",na,G7_MT_GORR_BLK_P,veirdo
30,30,https://www.amazon.in/dp/B0B4GF9YP7,"Veirdo Gym Vests for Men Workout, Sleveless T-Tops for Men, Sandow Vests for Men, Sleveless Men's T-Shirt, Stylish Printed Sando for Men, Cotton Sleeveless Tshirt for Men","Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",299,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Date First Available : 18 June 2022
ASIN : B0B4GF9YP7
Item part number : G7_MT_GORR_BLK_P
Country of Origin : India
Department : Men
Included Components : Sandow",na,G7_MT_GORR_BLK_P,veirdo
31,31,https://www.amazon.in/dp/B0B4GDVKW2,"Veirdo Gym Vests for Men Workout, Sleveless T-Tops for Men, Sandow Vests for Men, Sleveless Men's T-Shirt, Stylish Printed Sando for Men, Cotton Sleeveless Tshirt for Men","Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",299,₹999,Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Date First Available : 18 June 2022
ASIN : B0B4GDVKW2
Item part number : G7_MT_GORR_BLK_P
Country of Origin : India
Department : Men",na,G7_MT_GORR_BLK_P,veirdo
32,32,https://www.amazon.in/dp/B0BJ2PRW8G,JUNEBERRY Cotton Blend Regular Fit Half Sleeves Round Neck Tie & Dye T-Shirt for Women,"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",349,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 27 x 25 x 2.5 cm; 200 Grams
Date First Available : 13 October 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0BJ2PRW8G
Item part number : JB_55_TDBROWN_L
Country of Origin : India
Department : Women
Manufacturer : Awesomefab Shopping Pvt Ltd
Item Weight : 200 g",na,JB_55_TDBROWN_L,juneberry
33,33,https://www.amazon.in/dp/B0BJ2PS7VS,JUNEBERRY Cotton Blend Regular Fit Half Sleeves Round Neck Tie & Dye T-Shirt for Women,"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",349,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 27.9 x 22.4 x 4 cm; 180 Grams
Date First Available : 13 October 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0BJ2PS7VS
Item part number : JB_55_TDMAROON_3XL
Country of Origin : India
Department : Women
Manufacturer : Awesomefab Shopping Pvt Ltd
Item Weight : 180 g",na,JB_55_TDMAROON_3XL,juneberry
35,35,https://www.amazon.in/dp/B0BP7SH734,Veirdo Pure Cotton Oversized Loose Baggy Fit Drop Shoulder Round Neck Lilac Color Half Sleeve Cool Smiley Graphic Printed Unisex T-Shirt for Men & Women,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",359,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 27 x 25 x 3 cm; 300 Grams
Date First Available : 6 December 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0BP7SH734
Item part number : OS_100_SMILE_BLK_L
Country of Origin : India
Department : Men
Manufacturer : Awesomefab Shopping Pvt Ltd
Item Weight : 300 g",na,OS_100_SMILE_BLK_L,veirdo
36,36,https://www.amazon.in/dp/B0B3Y52SBD,Veirdo Disney | Original Disney I I Feel Goofy - Faces | The Goofy Tee Printed Over Size | Loose Fit Rust Colour T-Shirt for Mens/Boys,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",449,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2.5 cm; 250 Grams
Date First Available : 13 June 2022
Manufacturer : Awesomefab Shopping Private Limited
ASIN : B0B3Y52SBD
Item part number : OS_DDK3016_O_L
Country of Origin : India
Department : Men
Manufacturer : Awesomefab Shopping Private Limited
Item Weight : 250 g
Item Dimensions LxWxH : 27 x 25 x 2.5 Centimeters
Net Quantity : 1.00 count",na,OS_DDK3016_O_L,veirdo
37,37,https://www.amazon.in/dp/B0B2LX4735,Veirdo Disney | Original Disney I I Feel Goofy - Faces | The Goofy Tee Printed Over Size | Loose Fit Rust Colour T-Shirt for Mens/Boys,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",449,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 25 x 23 x 3 cm; 220 Grams
Date First Available : 28 May 2022
ASIN : B0B2LX4735
Item part number : OS_DDK3016_O_P
Country of Origin : India
Department : Men
Item Weight : 220 g",na,OS_DDK3016_O_P,veirdo
38,38,https://www.amazon.in/dp/B0B3S45QLB,Veirdo Original Disney Pure Cotton Oversize Loose Baggy Fit Drop Shoulder Round Neck Half Sleeves Red Pixar Cars Printed T-Shirt for Men & Boys (OS_DPX3055_R),"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",439,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 210 Grams
Date First Available : 10 June 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0B3S45QLB
Item part number : OS_DPX3055_R_L
Country of Origin : India
Department : Men
Manufacturer : Awesomefab Shopping Pvt Ltd, https://veirdo.in/pages/contact-us
Item Weight : 210 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Net Quantity : 1.00 count
Generic Name : Over sized Drop Shoulder T-Shirt",na,OS_DPX3055_R_L,veirdo
39,39,https://www.amazon.in/dp/B0B4PHTGFH,Veirdo Pure Cotton Oversize Drop Shoulder Loose Fit Round Neck Cool Stylish Latest Graphic Printed T-Shirt for Men & Boys,"Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",449,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 230 Grams
Date First Available : 21 June 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0B4PHTGFH
Item part number : OS_INTEGRITY_784_BL_L
Country of Origin : India
Department : Men
Manufacturer : Awesomefab Shopping Pvt Ltd, Awesomefab Shopping Pvt Ltd
Item Weight : 230 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Net Quantity : 1.00 count
Included Components : T shirt
Generic Name : Drop Shoulder Loose Fit T-Shirt",na,OS_INTEGRITY_784_BL_L,veirdo
40,40,https://www.amazon.in/dp/B0BJ2QM8SM,JUNEBERRY Cotton Blend Oversized Loose Baggy Fit Half Sleeves Round Neck Green Tie & Dye T-Shirt for Women,"Clothing & Accessories
›
Women
›
Western Wear
›
Tops, T-Shirts & Shirts
›
T-Shirts",399,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Package Dimensions : 27 x 25 x 2.5 cm; 200 Grams
Date First Available : 13 October 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0BJ2QM8SM
Item part number : OS_JB_100_TDGREEN_L
Country of Origin : India
Department : Women
Manufacturer : Awesomefab Shopping Pvt Ltd
Item Weight : 200 g",na,OS_JB_100_TDGREEN_L,juneberry
41,41,https://www.amazon.in/dp/B0B3JM3K5Y,"Veirdo Original Marvel Avengers Typography Printed Oversized T Shirts for Men, Half Sleeves Baggy T Shirts for Men, Drop Shoulder Cotton Loose T Shirts for Men & Boys","Clothing & Accessories
›
Men
›
T-Shirts & Polos
›
T-Shirts",449,"₹1,199",Sold by AWESOMEFAB SHOPPING PRIVATE LIMITED and Fulfilled by Amazon.,"Product Dimensions : 27 x 25 x 2 cm; 190 Grams
Date First Available : 8 June 2022
Manufacturer : Awesomefab Shopping Pvt Ltd
ASIN : B0B3JM3K5Y
Item part number : OS_MAV3056_WR_L
Country of Origin : India
Department : Men
Manufacturer : Awesomefab Shopping Pvt Ltd, Awesomefab Shopping Private Limited
Item Weight : 190 g
Item Dimensions LxWxH : 27 x 25 x 2 Centimeters
Net Quantity : 1.00 count
Generic Name : Oversize",na,OS_MAV3056_WR_L,veirdo
